time_s,C1(mol/m^3),C2(mol/m^3),J1(mol/s),J2(mol/s),J_left_2D(mol/(m s)),J_right_2D(mol/(m s)),J_left_total(mol/s),J_right_total(mol/s),Int_C_domain(mol),balance(mol),target(mol),residual(mol),relative_residual
8460.0,0.019983717221926184,9.505324836594834e-06,-3.4969671416179655e-13,3.4932662800954066e-13,-6.993934283235931e-11,6.986532560190813e-11,-3.4969671416179655e-13,3.4932662800954066e-13,4.997233304431854e-09,5.003302869995126e-06,5e-06,3.3028699951253963e-09,0.0006605739990250793
8490.0,0.019983675259135854,9.547244495057091e-06,-3.496899194110035e-13,3.493304871854588e-13,-6.99379838822007e-11,6.986609743709175e-11,-3.496899194110035e-13,3.493304871854588e-13,4.997264163621258e-09,5.003302890071349e-06,5e-06,3.3028900713486932e-09,0.0006605780142697386
8520.0,0.019983633297142492,9.589164598219078e-06,-3.496832780173697e-13,3.493341930165594e-13,-6.993665560347394e-11,6.986683860331188e-11,-3.496832780173697e-13,3.493341930165594e-13,4.997294134445771e-09,5.003302909569623e-06,5e-06,3.3029095696227755e-09,0.0006605819139245551
8550.0,0.019983591335928225,9.631085128209174e-06,-3.496767855662749e-13,3.4933774991746366e-13,-6.993535711325498e-11,6.986754998349273e-11,-3.496767855662749e-13,3.4933774991746366e-13,4.997323242479382e-09,5.003302928506588e-06,5e-06,3.3029285065876054e-09,0.0006605857013175211
8580.0,0.019983549375475695,9.673006067670259e-06,-3.4967043777018e-13,3.4934116217570564e-13,-6.9934087554036e-11,6.986823243514113e-11,-3.4967043777018e-13,3.4934116217570564e-13,4.9973515125598355e-09,5.003302946898402e-06,5e-06,3.3029468984011834e-09,0.0006605893796802366
8610.0,0.019983507415768043,9.714927399744904e-06,-3.496642304649839e-13,3.4934443395539086e-13,-6.993284609299677e-11,6.986888679107818e-11,-3.496642304649839e-13,3.4934443395539086e-13,4.997378968809898e-09,5.003302964760756e-06,5e-06,3.302964760755642e-09,0.0006605929521511283
8640.0,0.01998346545678889,9.756849108060994e-06,-3.496581596064516e-13,3.493475693007505e-13,-6.993163192129031e-11,6.98695138601501e-11,-3.496581596064516e-13,3.493475693007505e-13,4.9974056346578315e-09,5.0033029821088954e-06,5e-06,3.302982108895033e-09,0.0006605964217790065
8670.0,0.01998342349852234,9.798771176717745e-06,-3.4965222126677703e-13,3.4935057213959147e-13,-6.99304442533554e-11,6.987011442791829e-11,-3.4965222126677703e-13,3.4935057213959147e-13,4.99743153285752e-09,5.0033029989576225e-06,5e-06,3.302998957622104e-09,0.0006605997915244208
8700.0,0.019983381540952947,9.840693590272143e-06,-3.49646411631223e-13,3.4935344628664794e-13,-6.992928232624459e-11,6.987068925732959e-11,-3.49646411631223e-13,3.4935344628664794e-13,4.997456685507769e-09,5.003303015321313e-06,5e-06,3.3030153213126987e-09,0.0006606030642625397
8730.0,0.019983339584065705,9.882616333725763e-06,-3.496407269948753e-13,3.4935619544683674e-13,-6.992814539897507e-11,6.987123908936735e-11,-3.496407269948753e-13,3.4935619544683674e-13,4.997481114071231e-09,5.003303031213929e-06,5e-06,3.3030312139284608e-09,0.0006606062427856922
8760.0,0.019983297627846053,9.924539392511974e-06,-3.4963516375946583e-13,3.493588232184189e-13,-6.992703275189317e-11,6.987176464368377e-11,-3.4963516375946583e-13,3.493588232184189e-13,4.997504839392698e-09,5.003303046649034e-06,5e-06,3.303046649033776e-09,0.0006606093298067552
8790.0,0.01998325567227984,9.966462752483502e-06,-3.4962971843032704e-13,3.4936133309606967e-13,-6.992594368606541e-11,6.987226661921393e-11,-3.4962971843032704e-13,3.4936133309606967e-13,4.997527881716866e-09,5.003303061639799e-06,5e-06,3.3030616397983125e-09,0.0006606123279596624
8820.0,0.019983213717353326,1.0008386399900366e-05,-3.4962438761338204e-13,3.493637284738607e-13,-6.992487752267641e-11,6.987274569477215e-11,-3.4962438761338204e-13,3.493637284738607e-13,4.997550260705697e-09,5.003303076199012e-06,5e-06,3.303076199011421e-09,0.0006606152398022842
8850.0,0.01998317176305317,1.0050310321418146e-05,-3.4961916801226814e-13,3.493660126481564e-13,-6.992383360245363e-11,6.987320252963127e-11,-3.4961916801226814e-13,3.493660126481564e-13,4.997571995455036e-09,5.003303090339102e-06,5e-06,3.3030903391016156e-09,0.0006606180678203231
8880.0,0.019983129809366403,1.0092234504076596e-05,-3.496140564255154e-13,3.4936818882042574e-13,-6.992281128510308e-11,6.987363776408515e-11,-3.496140564255154e-13,3.4936818882042574e-13,4.997593104511079e-09,5.003303104072131e-06,5e-06,3.3031040721306457e-09,0.0006606208144261291
8910.0,0.01998308785628044,1.0134158935288594e-05,-3.4960904974381637e-13,3.493702600999759e-13,-6.992180994876327e-11,6.987405201999518e-11,-3.4960904974381637e-13,3.493702600999759e-13,4.997613605886098e-09,5.003303117409818e-06,5e-06,3.303117409817212e-09,0.0006606234819634424
8940.0,0.019983045903783043,1.0176083602829387e-05,-3.496041449473707e-13,3.49372229506603e-13,-6.992082898947414e-11,6.987444590132059e-11,-3.496041449473707e-13,3.49372229506603e-13,4.997633517073813e-09,5.0033031303635425e-06,5e-06,3.3031303635420493e-09,0.0006606260727084098
8970.0,0.01998300395186235,1.0218008494826168e-05,-3.495993391033185e-13,3.493740999731714e-13,-6.991986782066369e-11,6.987481999463428e-11,-3.495993391033185e-13,3.493740999731714e-13,4.997652855064352e-09,5.003303142944358e-06,5e-06,3.3031429443572435e-09,0.0006606285888714487
9000.0,0.019982962000506824,1.025993359974794e-05,-3.4959462936322346e-13,3.49375874348114e-13,-6.991892587264469e-11,6.98751748696228e-11,-3.4959462936322346e-13,3.49375874348114e-13,4.997671636358747e-09,5.003303155163002e-06,5e-06,3.303155163001478e-09,0.0006606310326002956
9030.0,0.019982920049705272,1.0301858906395683e-05,-3.49590012960654e-13,3.49377555397865e-13,-6.99180025921308e-11,6.9875511079573e-11,-3.49590012960654e-13,3.49377555397865e-13,4.997689876982999e-09,5.0033031670299e-06,5e-06,3.303167029899188e-09,0.0006606334059798375
9060.0,0.019982878099446804,1.0343784403892789e-05,-3.495854872088155e-13,3.493791458092181e-13,-6.99170974417631e-11,6.987582916184362e-11,-3.495854872088155e-13,3.493791458092181e-13,4.997707592501755e-09,5.003303178555176e-06,5e-06,3.3031785551758045e-09,0.0006606357110351609
9090.0,0.01998283614972086,1.0385710081675784e-05,-3.4958104949825363e-13,3.493806481916216e-13,-6.991620989965073e-11,6.987612963832432e-11,-3.4958104949825363e-13,3.493806481916216e-13,4.997724798031575e-09,5.003303189748667e-06,5e-06,3.3031897486662275e-09,0.0006606379497332454
9120.0,0.019982794200517188,1.0427635929485314e-05,-3.4957669729464727e-13,3.4938206507940305e-13,-6.991533945892945e-11,6.987641301588061e-11,-3.4957669729464727e-13,3.4938206507940305e-13,4.997741508253889e-09,5.003303200619923e-06,5e-06,3.3032006199224475e-09,0.0006606401239844894
9150.0,0.019982752251825813,1.0469561937357385e-05,-3.4957242813662615e-13,3.4938339893393263e-13,-6.991448562732523e-11,6.987667978678652e-11,-3.4957242813662615e-13,3.4938339893393263e-13,4.997757737427433e-09,5.00330321117822e-06,5e-06,3.3032111782194752e-09,0.000660642235643895
9180.0,0.01998271030363706,1.0511488095614871e-05,-3.49568239633672e-13,3.4938465214572365e-13,-6.99136479267344e-11,6.987693042914473e-11,-3.49568239633672e-13,3.4938465214572365e-13,4.99777349940052e-09,5.003303221432569e-06,5e-06,3.3032214325688942e-09,0.0006606442865137788
9210.0,0.01998266835594153,1.0553414394859245e-05,-3.495641294640947e-13,3.493858270364719e-13,-6.991282589281894e-11,6.987716540729438e-11,-3.495641294640947e-13,3.493858270364719e-13,4.997788807622743e-09,5.00330323139172e-06,5e-06,3.303231391719708e-09,0.0006606462783439415
9240.0,0.019982626408730084,1.0595340825962568e-05,-3.4956009537302765e-13,3.493869258610369e-13,-6.991201907460553e-11,6.987738517220738e-11,-3.4956009537302765e-13,3.493869258610369e-13,4.997803675156579e-09,5.003303241064169e-06,5e-06,3.3032410641685035e-09,0.0006606482128337006
9270.0,0.01998258446199386,1.0637267380059693e-05,-3.495561351705276e-13,3.4938795080936605e-13,-6.991122703410552e-11,6.987759016187321e-11,-3.495561351705276e-13,3.4938795080936605e-13,4.9978181146883754e-09,5.003303250458168e-06,5e-06,3.3032504581679233e-09,0.0006606500916335847
9300.0,0.01998254251572425,1.0679194048540695e-05,-3.49552246729687e-13,3.4938890400836297e-13,-6.99104493459374e-11,6.987778080167259e-11,-3.49552246729687e-13,3.4938890400836297e-13,4.997832138539375e-09,5.003303259581738e-06,5e-06,3.303259581737675e-09,0.000660651916347535
9330.0,0.01998250056991289,1.072112082304354e-05,-3.495484279848344e-13,3.4938978752370295e-13,-6.990968559696688e-11,6.98779575047406e-11,-3.495484279848344e-13,3.4938978752370295e-13,4.997845758676045e-09,5.00330326844266e-06,5e-06,3.3032684426594506e-09,0.0006606536885318901
9360.0,0.01998245862455166,1.0763047695446932e-05,-3.4954467692975846e-13,3.4939060336159504e-13,-6.990893538595169e-11,6.987812067231901e-11,-3.4954467692975846e-13,3.4939060336159504e-13,4.997858986720405e-09,5.003303277048497e-06,5e-06,3.303277048496407e-09,0.0006606554096992813
9390.0,0.019982416679632665,1.0804974657863391e-05,-3.4954099161600616e-13,3.4939135347049413e-13,-6.990819832320123e-11,6.987827069409882e-11,-3.4954099161600616e-13,3.4939135347049413e-13,4.99787183395987e-09,5.003303285406592e-06,5e-06,3.303285406591473e-09,0.0006606570813182946
9420.0,0.01998237473514825,1.0846901702632521e-05,-3.4953737015121224e-13,3.4939203974276387e-13,-6.990747403024244e-11,6.987840794855277e-11,-3.4953737015121224e-13,3.4939203974276387e-13,4.997884311356945e-09,5.003303293524077e-06,5e-06,3.303293524076666e-09,0.0006606587048153331
9450.0,0.01998233279109097,1.0888828822314476e-05,-3.495338106974886e-13,3.4939266401629094e-13,-6.990676213949772e-11,6.987853280325819e-11,-3.495338106974886e-13,3.4939266401629094e-13,4.997896429558544e-09,5.0033033014078794e-06,5e-06,3.303301407879021e-09,0.0006606602815758042
9480.0,0.019982290847453597,1.0930756009683603e-05,-3.495303114698591e-13,3.493932280760535e-13,-6.990606229397182e-11,6.98786456152107e-11,-3.495303114698591e-13,3.493932280760535e-13,4.997908198905067e-09,5.003303309064725e-06,5e-06,3.3033090647248273e-09,0.0006606618129449655
9510.0,0.01998224890422911,1.097268325772228e-05,-3.4952687073472904e-13,3.493937336556439e-13,-6.99053741469458e-11,6.987874673112878e-11,-3.4952687073472904e-13,3.493937336556439e-13,4.99791962943924e-09,5.003303316501147e-06,5e-06,3.3033165011464027e-09,0.0006606633002292805
9540.0,0.019982206961410693,1.1014610559614931e-05,-3.495234868084109e-13,3.493941824387494e-13,-6.990469736168218e-11,6.987883648774987e-11,-3.495234868084109e-13,3.493941824387494e-13,4.997930730914709e-09,5.003303323723492e-06,5e-06,3.303323723491412e-09,0.0006606647446982824
9570.0,0.019982165018991728,1.10565379087422e-05,-3.495201580556911e-13,3.4939457606058686e-13,-6.990403161113822e-11,6.987891521211737e-11,-3.495201580556911e-13,3.4939457606058686e-13,4.9979415128043074e-09,5.003303330737922e-06,5e-06,3.303330737921173e-09,0.0006606661475842346
9600.0,0.01998212307696578,1.1098465298675316e-05,-3.495168828884234e-13,3.4939491610929956e-13,-6.990337657768467e-11,6.98789832218599e-11,-3.495168828884234e-13,3.4939491610929956e-13,4.997951984308158e-09,5.003303337550422e-06,5e-06,3.3033375504216677e-09,0.0006606675100843335
9630.0,0.019982081135326606,1.1140392723170593e-05,-3.495136597641825e-13,3.4939520412731123e-13,-6.99027319528365e-11,6.987904082546225e-11,-3.495136597641825e-13,3.4939520412731123e-13,4.997962154361579e-09,5.003303344166806e-06,5e-06,3.303344166805236e-09,0.0006606688333610472
9660.0,0.019982039194068147,1.1182320176164108e-05,-3.495104871849513e-13,3.493954416126432e-13,-6.990209743699025e-11,6.987908832252864e-11,-3.495104871849513e-13,3.493954416126432e-13,4.997972031642613e-09,5.00330335059272e-06,5e-06,3.3033505927198932e-09,0.0006606701185439786
9690.0,0.019981997253184506,1.122424765176653e-05,-3.4950736369583077e-13,3.4939563002019216e-13,-6.990147273916615e-11,6.987912600403843e-11,-3.4950736369583077e-13,3.4939563002019216e-13,4.9979816245795075e-09,5.003303356833647e-06,5e-06,3.30335683364679e-09,0.000660671366729358
9720.0,0.01998195531266996,1.1266175144258087e-05,-3.49504287883806e-13,3.4939577076297167e-13,-6.99008575767612e-11,6.987915415259434e-11,-3.49504287883806e-13,3.4939577076297167e-13,4.997990941357883e-09,5.003303362894912e-06,5e-06,3.3033628949112227e-09,0.0006606725789822445
9750.0,0.019981913372518957,1.1308102648083686e-05,-3.4950125837654205e-13,3.4939586521331795e-13,-6.990025167530841e-11,6.987917304266359e-11,-3.4950125837654205e-13,3.4939586521331795e-13,4.997999989927688e-09,5.003303368781688e-06,5e-06,3.303368781687715e-09,0.000660673756337543
9780.0,0.019981871432726096,1.1350030157848175e-05,-3.4949827384120734e-13,3.493959147040609e-13,-6.989965476824147e-11,6.987918294081217e-11,-3.4949827384120734e-13,3.493959147040609e-13,4.998008778010044e-09,5.003303374498996e-06,5e-06,3.3033744989957847e-09,0.0006606748997991569
9810.0,0.01998182949328614,1.1391957668311734e-05,-3.494953329833444e-13,3.4939592052966083e-13,-6.989906659666888e-11,6.987918410593216e-11,-3.494953329833444e-13,3.4939592052966083e-13,4.998017313103788e-09,5.003303380051717e-06,5e-06,3.3033800517168823e-09,0.0006606760103433765
9840.0,0.019981787554193994,1.1433885174385412e-05,-3.494924345457548e-13,3.4939588394731395e-13,-6.989848690915096e-11,6.987917678946279e-11,-3.494924345457548e-13,3.4939588394731395e-13,4.998025602491855e-09,5.003303385444586e-06,5e-06,3.303385444585922e-09,0.0006606770889171844
9870.0,0.019981745615444715,1.1475812671126773e-05,-3.49489577307433e-13,3.4939580617802484e-13,-6.98979154614866e-11,6.987916123560497e-11,-3.49489577307433e-13,3.4939580617802484e-13,4.9980336532475734e-09,5.003303390682209e-06,5e-06,3.303390682208222e-09,0.0006606781364416444
9900.0,0.01998170367703351,1.1517740153735691e-05,-3.494867600825264e-13,3.493956884076478e-13,-6.989735201650527e-11,6.987913768152956e-11,-3.494867600825264e-13,3.493956884076478e-13,4.9980414722406e-09,5.0033033957690514e-06,5e-06,3.3033957690510344e-09,0.0006606791538102068
9930.0,0.0199816617389557,1.155966761755024e-05,-3.494839817193194e-13,3.4939553178789924e-13,-6.989679634386388e-11,6.987910635757985e-11,-3.494839817193194e-13,3.4939553178789924e-13,4.998049066142836e-09,5.003303400709456e-06,5e-06,3.3034007094554025e-09,0.0006606801418910805
9960.0,0.019981619801206767,1.160159505804272e-05,-3.494812410992459e-13,3.4939533743734025e-13,-6.989624821984918e-11,6.987906748746805e-11,-3.494812410992459e-13,3.4939533743734025e-13,4.998056441434152e-09,5.0033034055076366e-06,5e-06,3.3034055076361626e-09,0.0006606811015272325
9990.0,0.01998157786378231,1.1643522470815801e-05,-3.4947853713595e-13,3.4939510644233136e-13,-6.989570742719e-11,6.987902128846627e-11,-3.4947853713595e-13,3.4939510644233136e-13,4.99806360440784e-09,5.00330341016769e-06,5e-06,3.303410167689566e-09,0.0006606820335379131
10020.0,0.01998153592667806,1.1685449851598755e-05,-3.4947586877434546e-13,3.493948398579589e-13,-6.989517375486909e-11,6.987896797159178e-11,-3.4947586877434546e-13,3.493948398579589e-13,4.998070561176049e-09,5.003303414693591e-06,5e-06,3.303414693590738e-09,0.0006606829387181476
10050.0,0.01998149398988986,1.1727377196243828e-05,-3.4947323498971674e-13,3.493945387089363e-13,-6.989464699794335e-11,6.987890774178726e-11,-3.4947323498971674e-13,3.493945387089363e-13,4.998077317674937e-09,5.003303419089201e-06,5e-06,3.303419089200455e-09,0.000660683817840091
10080.0,0.019981452053413687,1.1769304500722687e-05,-3.494706347868487e-13,3.4939420399047734e-13,-6.989412695736974e-11,6.987884079809547e-11,-3.494706347868487e-13,3.4939420399047734e-13,4.9980838796698045e-09,5.003303423358272e-06,5e-06,3.3034233582719203e-09,0.000660684671654384
10110.0,0.019981410117245624,1.1811231761122986e-05,-3.494680671991809e-13,3.493938366691458e-13,-6.989361343983618e-11,6.987876733382916e-11,-3.494680671991809e-13,3.493938366691458e-13,4.9980902527599825e-09,5.003303427504447e-06,5e-06,3.303427504446528e-09,0.0006606855008893056
10140.0,0.019981368181381874,1.1853158973645027e-05,-3.4946553128797303e-13,3.493934376836808e-13,-6.98931062575946e-11,6.987868753673615e-11,-3.4946553128797303e-13,3.493934376836808e-13,4.998096442383592e-09,5.003303431531264e-06,5e-06,3.303431531263182e-09,0.0006606863062526364
10170.0,0.019981326245818738,1.1895086134598522e-05,-3.49463026141508e-13,3.4939300794579705e-13,-6.98926052283016e-11,6.987860158915941e-11,-3.49463026141508e-13,3.4939300794579705e-13,4.998102453822217e-09,5.003303435442157e-06,5e-06,3.303435442156601e-09,0.0006606870884313202
10200.0,0.01998128431055263,1.1937013240399436e-05,-3.494605508743178e-13,3.493925483409631e-13,-6.989211017486356e-11,6.987850966819262e-11,-3.494605508743178e-13,3.493925483409631e-13,4.998108292205385e-09,5.003303439240463e-06,5e-06,3.303439240462401e-09,0.0006606878480924801
10230.0,0.019981242375580074,1.1978940287566934e-05,-3.4945810462642805e-13,3.4939205972915706e-13,-6.989162092528561e-11,6.987841194583141e-11,-3.4945810462642805e-13,3.4939205972915706e-13,4.998113962514957e-09,5.003303442929425e-06,5e-06,3.3034429294247173e-09,0.0006606885858849434
10260.0,0.019981200440897687,1.2020867272720406e-05,-3.494556865626128e-13,3.493915429455998e-13,-6.989113731252256e-11,6.987830858911996e-11,-3.494556865626128e-13,3.493915429455998e-13,4.998119469589411e-09,5.0033034465121915e-06,5e-06,3.303446512191125e-09,0.000660689302438225
10290.0,0.01998115850650218,1.2062794192576582e-05,-3.494532958716956e-13,3.49390998801469e-13,-6.989065917433911e-11,6.98781997602938e-11,-3.494532958716956e-13,3.49390998801469e-13,4.998124818127897e-09,5.003303449991817e-06,5e-06,3.303449991816872e-09,0.0006606899983633744
10320.0,0.019981116572390364,1.2104721043946733e-05,-3.494509317658569e-13,3.493904280845891e-13,-6.989018635317137e-11,6.987808561691782e-11,-3.494509317658569e-13,3.493904280845891e-13,4.998130012694291e-09,5.003303453371272e-06,5e-06,3.3034533712716555e-09,0.0006606906742543311
10350.0,0.019981074638559148,1.2146647823733946e-05,-3.494485934799431e-13,3.4938983156010604e-13,-6.988971869598861e-11,6.987796631202121e-11,-3.494485934799431e-13,3.4938983156010604e-13,4.998135057721098e-09,5.003303456653441e-06,5e-06,3.30345665344047e-09,0.0006606913306880939
10380.0,0.01998103270500552,1.2188574528930482e-05,-3.494462802708409e-13,3.493892099711389e-13,-6.988925605416818e-11,6.987784199422778e-11,-3.494462802708409e-13,3.493892099711389e-13,4.99813995751322e-09,5.003303459841126e-06,5e-06,3.3034598411253e-09,0.00066069196822506
10410.0,0.019980990771726548,1.2230501156615211e-05,-3.4944399141682157e-13,3.4938856403941313e-13,-6.988879828336431e-11,6.987771280788262e-11,-3.4944399141682157e-13,3.4938856403941313e-13,4.998144716251624e-09,5.003303462937043e-06,5e-06,3.3034629370425807e-09,0.0006606925874085161
10440.0,0.01998094883871941,1.2272427703951117e-05,-3.494417262169357e-13,3.4938789446587826e-13,-6.988834524338714e-11,6.987757889317565e-11,-3.494417262169357e-13,3.4938789446587826e-13,4.998149337996928e-09,5.003303465943836e-06,5e-06,3.3034659438359017e-09,0.0006606931887671803
10470.0,0.019980906905981328,1.2314354168182875e-05,-3.494394839904171e-13,3.4938720193130455e-13,-6.988789679808341e-11,6.987744038626091e-11,-3.494394839904171e-13,3.4938720193130455e-13,4.9981538266928484e-09,5.0033034688640705e-06,5e-06,3.3034688640700788e-09,0.0006606937728140158
10500.0,0.01998086497350964,1.23562805466345e-05,-3.494372640760846e-13,3.49386487096865e-13,-6.988745281521692e-11,6.9877297419373e-11,-3.494372640760846e-13,3.49386487096865e-13,4.998158186169566e-09,5.003303471700238e-06,5e-06,3.30347170023793e-09,0.000660694340047586
10530.0,0.019980823041301738,1.2398206836707064e-05,-3.4943506583180646e-13,3.493857506046987e-13,-6.988701316636129e-11,6.987715012093974e-11,-3.4943506583180646e-13,3.493857506046987e-13,4.998162420146989e-09,5.003303474454758e-06,5e-06,3.303474454757734e-09,0.0006606948909515468
10560.0,0.0199807811093551,1.2440133035876479e-05,-3.4943288863392326e-13,3.493849930784588e-13,-6.988657772678465e-11,6.987699861569176e-11,-3.4943288863392326e-13,3.493849930784588e-13,4.998166532237992e-09,5.003303477129982e-06,5e-06,3.303477129981702e-09,0.0006606954259963404
10590.0,0.019980739177667274,1.2482059141691341e-05,-3.4943073187674267e-13,3.4938421512384546e-13,-6.988614637534853e-11,6.987684302476909e-11,-3.4943073187674267e-13,3.4938421512384546e-13,4.998170525951369e-09,5.003303479728193e-06,5e-06,3.3034797281925873e-09,0.0006606959456385175
10620.0,0.019980697246235878,1.2523985151770836e-05,-3.494285949719955e-13,3.4938341732912154e-13,-6.988571899439909e-11,6.98766834658243e-11,-3.494285949719955e-13,3.4938341732912154e-13,4.998174404694943e-09,5.003303482251607e-06,5e-06,3.303482251606228e-09,0.0006606964503212456
10650.0,0.019980655315058597,1.2565911063802709e-05,-3.494264773483558e-13,3.4938260026561536e-13,-6.988529546967116e-11,6.987652005312307e-11,-3.494264773483558e-13,3.4938260026561536e-13,4.9981781717784455e-09,5.003303484702378e-06,5e-06,3.3034847023774764e-09,0.0006606969404754952
10680.0,0.019980613384133185,1.2607836875541293e-05,-3.494243784509402e-13,3.493817644882084e-13,-6.988487569018804e-11,6.987635289764168e-11,-3.494243784509402e-13,3.493817644882084e-13,4.998181830416298e-09,5.003303487082597e-06,5e-06,3.3034870825968094e-09,0.0006606974165193619
10710.0,0.019980571453457455,1.264976258480559e-05,-3.494222977408431e-13,3.4938091053580763e-13,-6.988445954816862e-11,6.987618210716152e-11,-3.494222977408431e-13,3.4938091053580763e-13,4.998185383730413e-09,5.003303489394296e-06,5e-06,3.303489394295412e-09,0.0006606978788590824
10740.0,0.01998052952302929,1.2691688189477407e-05,-3.494202346946728e-13,3.493800389318069e-13,-6.988404693893457e-11,6.987600778636138e-11,-3.494202346946728e-13,3.493800389318069e-13,4.998188834752811e-09,5.003303491639445e-06,5e-06,3.3034916394443303e-09,0.000660698327888866
10770.0,0.01998048759284663,1.2733613687499552e-05,-3.494181888040997e-13,3.493791501845322e-13,-6.988363776081994e-11,6.987583003690644e-11,-3.494181888040997e-13,3.493791501845322e-13,4.9981921864282165e-09,5.003303493819961e-06,5e-06,3.3034938199603993e-09,0.0006606987639920798
10800.0,0.019980445662907482,1.2775539076874074e-05,-3.4941615957543024e-13,3.493782447876767e-13,-6.988323191508605e-11,6.987564895753534e-11,-3.4941615957543024e-13,3.493782447876767e-13,4.998195441616635e-09,5.003303495937706e-06,5e-06,3.303495937705398e-09,0.0006606991875410795
10830.0,0.019980403733209903,1.2817464355660561e-05,-3.4941414652918533e-13,3.4937732322072016e-13,-6.988282930583706e-11,6.987546464414403e-11,-3.4941414652918533e-13,3.4937732322072016e-13,4.998198603095678e-09,5.0033034979944865e-06,5e-06,3.303497994486047e-09,0.0006606995988972093
10860.0,0.019980361803752,1.2859389521974483e-05,-3.4941214919969155e-13,3.4937638594934024e-13,-6.98824298399383e-11,6.987527718986804e-11,-3.4941214919969155e-13,3.4937638594934024e-13,4.9982016735630265e-09,5.003303499992057e-06,5e-06,3.303499992056552e-09,0.0006606999984113104
10890.0,0.019980319874531947,1.290131457398558e-05,-3.4941016713467274e-13,3.493754334258083e-13,-6.988203342693455e-11,6.987508668516165e-11,-3.4941016713467274e-13,3.493754334258083e-13,4.998204655638715e-09,5.003303501932122e-06,5e-06,3.30350193212199e-09,0.000660700386424398
10920.0,0.01998027794554796,1.2943239509916304e-05,-3.4940819989487677e-13,3.493744660893759e-13,-6.988163997897536e-11,6.987489321787517e-11,-3.4940819989487677e-13,3.493744660893759e-13,4.998207551867324e-09,5.003303503816336e-06,5e-06,3.30350381633577e-09,0.000660700763267154
10950.0,0.019980236016798315,1.2985164328040301e-05,-3.494062470536995e-13,3.493734843666499e-13,-6.98812494107399e-11,6.987469687332997e-11,-3.494062470536995e-13,3.493734843666499e-13,4.99821036472017e-09,5.003303505646309e-06,5e-06,3.303505646308948e-09,0.0006607011292617895
10980.0,0.01998019408828133,1.3027089026680936e-05,-3.494043081968132e-13,3.493724886719555e-13,-6.988086163936264e-11,6.98744977343911e-11,-3.494043081968132e-13,3.493724886719555e-13,4.998213096597504e-09,5.0033035074236005e-06,5e-06,3.3035074236000645e-09,0.0006607014847200129
11010.0,0.01998015215999538,1.306901360420986e-05,-3.4940238292182306e-13,3.4937147940769106e-13,-6.988047658436461e-11,6.987429588153821e-11,-3.4940238292182306e-13,3.4937147940769106e-13,4.998215749830355e-09,5.003303509149728e-06,5e-06,3.30350914972785e-09,0.00066070182994557
11040.0,0.019980110231938877,1.3110938059045619e-05,-3.494004708379088e-13,3.4937045696467064e-13,-6.988009416758176e-11,6.987409139293412e-11,-3.494004708379088e-13,3.4937045696467064e-13,4.998218326682771e-09,5.003303510826164e-06,5e-06,3.303510826163601e-09,0.0006607021652327202
11070.0,0.019980068304110286,1.3152862389652315e-05,-3.49398571565516e-13,3.4936942172245725e-13,-6.98797143131032e-11,6.987388434449144e-11,-3.49398571565516e-13,3.4936942172245725e-13,4.998220829353557e-09,5.003303512454338e-06,5e-06,3.3035124543379554e-09,0.000660702490867591
11100.0,0.019980026376508118,1.3194786594538278e-05,-3.4939668473599755e-13,3.49368374049688e-13,-6.98793369471995e-11,6.98736748099376e-11,-3.4939668473599755e-13,3.49368374049688e-13,4.9982232599782e-09,5.003303514035642e-06,5e-06,3.303514035641742e-09,0.0006607028071283483
11130.0,0.01997998444913092,1.3236710672254806e-05,-3.4939480999133936e-13,3.4936731430438673e-13,-6.987896199826787e-11,6.987346286087735e-11,-3.4939480999133936e-13,3.4936731430438673e-13,4.998225620630788e-09,5.003303515571425e-06,5e-06,3.3035155714242835e-09,0.0006607031142848566
11160.0,0.019979942521977278,1.3278634621394918e-05,-3.493929469838167e-13,3.493662428342713e-13,-6.987858939676333e-11,6.987324856685426e-11,-3.493929469838167e-13,3.493662428342713e-13,4.99822791332563e-09,5.003303517062994e-06,5e-06,3.3035170629933995e-09,0.0006607034125986798
11190.0,0.019979900595045834,1.3320558440592162e-05,-3.4939109537572385e-13,3.493651599770498e-13,-6.987821907514477e-11,6.987303199540995e-11,-3.4939109537572385e-13,3.493651599770498e-13,4.99823014001905e-09,5.003303518511626e-06,5e-06,3.3035185116255683e-09,0.0006607037023251137
11220.0,0.019979858668335248,1.3362482128519447e-05,-3.4938925483907667e-13,3.4936406606070766e-13,-6.987785096781534e-11,6.987281321214153e-11,-3.4938925483907667e-13,3.4936406606070766e-13,4.998232302611139e-09,5.003303519918553e-06,5e-06,3.303519918552376e-09,0.0006607039837104752
11250.0,0.01997981674184424,1.3404405683887902e-05,-3.493874250553273e-13,3.493629614037891e-13,-6.987748501106546e-11,6.987259228075783e-11,-3.493874250553273e-13,3.493629614037891e-13,4.9982344029471715e-09,5.0033035212849796e-06,5e-06,3.30352128497915e-09,0.00066070425699583
11280.0,0.019979774815571553,1.3446329105445783e-05,-3.493856057151055e-13,3.493618463156676e-13,-6.98771211430211e-11,6.987236926313352e-11,-3.493856057151055e-13,3.493618463156676e-13,4.998236442819371e-09,5.003303522612069e-06,5e-06,3.3035226120688672e-09,0.0006607045224137734
