time_s,C1(mol/m^3),C2(mol/m^3),J1(mol/s),J2(mol/s),J_left_2D(mol/(m s)),J_right_2D(mol/(m s)),J_left_total(mol/s),J_right_total(mol/s),Int_C_domain(mol),balance(mol),target(mol),residual(mol),relative_residual
31890.0,0.01995101396665644,4.220708183190619e-05,-3.483672046459273e-13,3.4836720464584543e-13,-6.967344092918546e-11,6.967344092916909e-11,-3.483672046459273e-13,3.4836720464584543e-13,4.998305262121859e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
31920.0,0.019950972162767436,4.224888572090596e-05,-3.483657416648426e-13,3.4836574166476055e-13,-6.967314833296851e-11,6.967314833295211e-11,-3.483657416648426e-13,3.4836574166476055e-13,4.998305262121857e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
31950.0,0.019950930359053994,4.229068943434874e-05,-3.483642786898982e-13,3.4836427868981945e-13,-6.967285573797964e-11,6.967285573796389e-11,-3.483642786898982e-13,3.4836427868981945e-13,4.998305262121868e-09,5.003303567384208e-06,5e-06,3.3035673842077444e-09,0.0006607134768415488
31980.0,0.01995088855551611,4.233249297223526e-05,-3.4836281572110234e-13,3.4836281572102217e-13,-6.967256314422047e-11,6.967256314420443e-11,-3.4836281572110234e-13,3.4836281572102217e-13,4.998305262121866e-09,5.003303567384208e-06,5e-06,3.3035673842077444e-09,0.0006607134768415488
32010.0,0.01995084675215377,4.237429633456626e-05,-3.48361352758446e-13,3.483613527583687e-13,-6.96722705516892e-11,6.967227055167375e-11,-3.48361352758446e-13,3.483613527583687e-13,4.998305262121876e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32040.0,0.01995080494896699,4.2416099521342476e-05,-3.483598898019361e-13,3.4835988980185894e-13,-6.967197796038722e-11,6.967197796037179e-11,-3.483598898019361e-13,3.4835988980185894e-13,4.998305262121867e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32070.0,0.019950763145955768,4.245790253256466e-05,-3.483584268515671e-13,3.4835842685149294e-13,-6.967168537031342e-11,6.967168537029858e-11,-3.483584268515671e-13,3.4835842685149294e-13,4.998305262121876e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32100.0,0.0199507213431201,4.2499705368233536e-05,-3.483569639073428e-13,3.4835696390727066e-13,-6.967139278146856e-11,6.967139278145413e-11,-3.483569639073428e-13,3.4835696390727066e-13,4.9983052621218836e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32130.0,0.019950679540459985,4.254150802834984e-05,-3.483555009692636e-13,3.48355500969192e-13,-6.967110019385272e-11,6.96711001938384e-11,-3.483555009692636e-13,3.48355500969192e-13,4.998305262121889e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32160.0,0.01995063773797542,4.2583310512914306e-05,-3.4835403803732897e-13,3.4835403803725687e-13,-6.967080760746579e-11,6.967080760745138e-11,-3.4835403803732897e-13,3.4835403803725687e-13,4.998305262121889e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32190.0,0.01995059593566641,4.262511282192768e-05,-3.483525751115372e-13,3.483525751114655e-13,-6.967051502230744e-11,6.96705150222931e-11,-3.483525751115372e-13,3.483525751114655e-13,4.998305262121895e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
32220.0,0.019950554133532947,4.2666914955390695e-05,-3.4835111219188664e-13,3.4835111219181773e-13,-6.967022243837733e-11,6.967022243836354e-11,-3.4835111219188664e-13,3.4835111219181773e-13,4.998305262121897e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32250.0,0.01995051233157503,4.27087169133041e-05,-3.483496492783812e-13,3.483496492783136e-13,-6.966992985567624e-11,6.966992985566272e-11,-3.483496492783812e-13,3.483496492783136e-13,4.998305262121898e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32280.0,0.01995047052979267,4.2750518695668606e-05,-3.4834818637102e-13,3.4834818637095303e-13,-6.9669637274204e-11,6.96696372741906e-11,-3.4834818637102e-13,3.4834818637095303e-13,4.998305262121899e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32310.0,0.01995042872818585,4.2792320302484974e-05,-3.483467234698045e-13,3.483467234697358e-13,-6.96693446939609e-11,6.966934469394716e-11,-3.483467234698045e-13,3.483467234697358e-13,4.9983052621218985e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32340.0,0.019950386926754583,4.283412173375393e-05,-3.483452605747273e-13,3.483452605746622e-13,-6.966905211494546e-11,6.966905211493244e-11,-3.483452605747273e-13,3.483452605746622e-13,4.9983052621218985e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32370.0,0.01995034512549886,4.287592298947622e-05,-3.483437976857988e-13,3.4834379768573205e-13,-6.966875953715976e-11,6.966875953714641e-11,-3.483437976857988e-13,3.4834379768573205e-13,4.998305262121909e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32400.0,0.019950303324418685,4.291772406965257e-05,-3.483423348030092e-13,3.483423348029453e-13,-6.966846696060184e-11,6.966846696058906e-11,-3.483423348030092e-13,3.483423348029453e-13,4.998305262121909e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32430.0,0.019950261523514052,4.295952497428373e-05,-3.483408719263674e-13,3.4834087192630197e-13,-6.966817438527348e-11,6.966817438526039e-11,-3.483408719263674e-13,3.4834087192630197e-13,4.998305262121907e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32460.0,0.019950219722784965,4.3001325703370426e-05,-3.4833940905586517e-13,3.4833940905580216e-13,-6.966788181117303e-11,6.966788181116043e-11,-3.4833940905586517e-13,3.4833940905580216e-13,4.998305262121919e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32490.0,0.019950177922231423,4.30431262569134e-05,-3.48337946191507e-13,3.483379461914456e-13,-6.96675892383014e-11,6.966758923828913e-11,-3.48337946191507e-13,3.483379461914456e-13,4.998305262121919e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32520.0,0.019950136121853427,4.308492663491338e-05,-3.4833648333329456e-13,3.4833648333323236e-13,-6.96672966666589e-11,6.966729666664647e-11,-3.4833648333329456e-13,3.4833648333323236e-13,4.998305262121919e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
32550.0,0.019950094321650968,4.3126726837371126e-05,-3.4833502048122527e-13,3.4833502048116246e-13,-6.966700409624506e-11,6.966700409623249e-11,-3.4833502048122527e-13,3.4833502048116246e-13,4.9983052621219175e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32580.0,0.019950052521624052,4.316852686428736e-05,-3.4833355763529556e-13,3.4833355763523574e-13,-6.966671152705912e-11,6.966671152704715e-11,-3.4833355763529556e-13,3.4833355763523574e-13,4.998305262121929e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
32610.0,0.019950010721772674,4.321032671566281e-05,-3.483320947955107e-13,3.4833209479545253e-13,-6.966641895910213e-11,6.96664189590905e-11,-3.483320947955107e-13,3.4833209479545253e-13,4.998305262121926e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32640.0,0.019949968922096835,4.325212639149823e-05,-3.483306319618706e-13,3.483306319618124e-13,-6.966612639237412e-11,6.966612639236248e-11,-3.483306319618706e-13,3.483306319618124e-13,4.998305262121924e-09,5.003303567384205e-06,5e-06,3.3035673842043563e-09,0.0006607134768408712
32670.0,0.01994992712259654,4.3293925891794346e-05,-3.483291691343734e-13,3.4832916913431543e-13,-6.966583382687468e-11,6.966583382686309e-11,-3.483291691343734e-13,3.4832916913431543e-13,4.998305262121936e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32700.0,0.01994988532327178,4.333572521655191e-05,-3.483277063130192e-13,3.483277063129619e-13,-6.966554126260383e-11,6.966554126259237e-11,-3.483277063130192e-13,3.483277063129619e-13,4.998305262121932e-09,5.003303567384205e-06,5e-06,3.3035673842043563e-09,0.0006607134768408712
32730.0,0.019949843524122563,4.337752436577164e-05,-3.4832624349780694e-13,3.4832624349775126e-13,-6.966524869956139e-11,6.966524869955025e-11,-3.4832624349780694e-13,3.4832624349775126e-13,4.9983052621219365e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32760.0,0.019949801725148878,4.341932333945428e-05,-3.4832478068874135e-13,3.483247806886839e-13,-6.966495613774827e-11,6.966495613773678e-11,-3.4832478068874135e-13,3.483247806886839e-13,4.998305262121931e-09,5.003303567384206e-06,5e-06,3.3035673842052033e-09,0.0006607134768410407
32790.0,0.019949759926350737,4.3461122137600567e-05,-3.4832331788581625e-13,3.4832331788575956e-13,-6.966466357716325e-11,6.966466357715191e-11,-3.4832331788581625e-13,3.4832331788575956e-13,4.998305262121928e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32820.0,0.01994971812772813,4.3502920760211245e-05,-3.483218550890348e-13,3.483218550889784e-13,-6.966437101780695e-11,6.966437101779567e-11,-3.483218550890348e-13,3.483218550889784e-13,4.9983052621219464e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
32850.0,0.01994967632928105,4.3544719207287037e-05,-3.483203922983957e-13,3.483203922983402e-13,-6.966407845967914e-11,6.966407845966804e-11,-3.483203922983957e-13,3.483203922983402e-13,4.998305262121939e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32880.0,0.01994963453100951,4.35865174788287e-05,-3.4831892951389876e-13,3.4831892951384515e-13,-6.966378590277975e-11,6.966378590276903e-11,-3.4831892951389876e-13,3.4831892951384515e-13,4.998305262121938e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
32910.0,0.019949592732913503,4.3628315574836956e-05,-3.4831746673554816e-13,3.483174667354931e-13,-6.966349334710963e-11,6.966349334709861e-11,-3.4831746673554816e-13,3.483174667354931e-13,4.998305262121943e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
32940.0,0.019949550934993024,4.367011349531255e-05,-3.4831600396333936e-13,3.483160039632838e-13,-6.966320079266787e-11,6.966320079265676e-11,-3.4831600396333936e-13,3.483160039632838e-13,4.9983052621219365e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
32970.0,0.01994950913724808,4.3711911240256214e-05,-3.4831454119726984e-13,3.4831454119721784e-13,-6.966290823945397e-11,6.966290823944356e-11,-3.4831454119726984e-13,3.4831454119721784e-13,4.998305262121943e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
33000.0,0.01994946733967867,4.375370880966869e-05,-3.4831307843734764e-13,3.483130784372947e-13,-6.966261568746952e-11,6.966261568745894e-11,-3.4831307843734764e-13,3.483130784372947e-13,4.998305262121948e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
33030.0,0.019949425542284786,4.3795506203550705e-05,-3.4831161568356547e-13,3.483116156835142e-13,-6.966232313671309e-11,6.966232313670284e-11,-3.4831161568356547e-13,3.483116156835142e-13,4.998305262121944e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
33060.0,0.019949383745066437,4.383730342190301e-05,-3.48310152935929e-13,3.483101529358769e-13,-6.96620305871858e-11,6.966203058717538e-11,-3.48310152935929e-13,3.483101529358769e-13,4.998305262121952e-09,5.0033035673842065e-06,5e-06,3.3035673842060504e-09,0.00066071347684121
33090.0,0.019949341948023617,4.387910046472633e-05,-3.4830869019443463e-13,3.4830869019438237e-13,-6.966173803888693e-11,6.966173803887647e-11,-3.4830869019443463e-13,3.4830869019438237e-13,4.998305262121951e-09,5.003303567384207e-06,5e-06,3.3035673842068974e-09,0.0006607134768413795
33120.0,0.019949300151156323,4.392089733202141e-05,-3.4830722745908237e-13,3.4830722745903057e-13,-6.966144549181648e-11,6.966144549180611e-11,-3.4830722745908237e-13,3.4830722745903057e-13,4.9983052621219464e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33150.0,0.019949258354464556,4.396269402378899e-05,-3.4830576472987343e-13,3.483057647298218e-13,-6.966115294597468e-11,6.966115294596436e-11,-3.4830576472987343e-13,3.483057647298218e-13,4.998305262121955e-09,5.003303567384208e-06,5e-06,3.3035673842077444e-09,0.0006607134768415488
33180.0,0.019949216557948315,4.40044905400298e-05,-3.483043020068057e-13,3.4830430200675566e-13,-6.966086040136114e-11,6.966086040135114e-11,-3.483043020068057e-13,3.4830430200675566e-13,4.998305262121965e-09,5.003303567384208e-06,5e-06,3.3035673842077444e-09,0.0006607134768415488
33210.0,0.0199491747616076,4.404628688074458e-05,-3.4830283928988194e-13,3.4830283928983226e-13,-6.966056785797638e-11,6.966056785796645e-11,-3.4830283928988194e-13,3.4830283928983226e-13,4.998305262121946e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33240.0,0.01994913296544241,4.408808304593407e-05,-3.4830137657910125e-13,3.4830137657905157e-13,-6.966027531582025e-11,6.966027531581031e-11,-3.4830137657910125e-13,3.4830137657905157e-13,4.998305262121957e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33270.0,0.01994909116945275,4.4129879035599e-05,-3.482999138744639e-13,3.4829991387441364e-13,-6.965998277489278e-11,6.965998277488272e-11,-3.482999138744639e-13,3.4829991387441364e-13,4.99830526212196e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33300.0,0.019949049373638606,4.417167484974011e-05,-3.482984511759679e-13,3.482984511759184e-13,-6.965969023519358e-11,6.965969023518368e-11,-3.482984511759679e-13,3.482984511759184e-13,4.998305262121965e-09,5.003303567384208e-06,5e-06,3.3035673842077444e-09,0.0006607134768415488
33330.0,0.01994900757799999,4.421347048835814e-05,-3.482969884836149e-13,3.482969884835659e-13,-6.965939769672298e-11,6.965939769671318e-11,-3.482969884836149e-13,3.482969884835659e-13,4.998305262121959e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33360.0,0.019948965782536892,4.425526595145382e-05,-3.4829552579740583e-13,3.482955257973558e-13,-6.965910515948116e-11,6.965910515947116e-11,-3.4829552579740583e-13,3.482955257973558e-13,4.9983052621219655e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33390.0,0.01994892398724932,4.429706123902789e-05,-3.4829406311733644e-13,3.4829406311728827e-13,-6.965881262346728e-11,6.965881262345765e-11,-3.4829406311733644e-13,3.4829406311728827e-13,4.9983052621219555e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33420.0,0.01994888219213727,4.43388563510811e-05,-3.4829260044341193e-13,3.4829260044336347e-13,-6.965852008868239e-11,6.96585200886727e-11,-3.4829260044341193e-13,3.4829260044336347e-13,4.998305262121963e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33450.0,0.019948840397200737,4.438065128761417e-05,-3.482911377756283e-13,3.4829113777558127e-13,-6.965822755512565e-11,6.965822755511626e-11,-3.482911377756283e-13,3.4829113777558127e-13,4.9983052621219655e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33480.0,0.019948798602439723,4.4422446048627846e-05,-3.482896751139888e-13,3.482896751139415e-13,-6.965793502279776e-11,6.96579350227883e-11,-3.482896751139888e-13,3.482896751139415e-13,4.998305262121954e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33510.0,0.019948756807854233,4.446424063412286e-05,-3.482882124584933e-13,3.482882124584443e-13,-6.965764249169866e-11,6.965764249168887e-11,-3.482882124584933e-13,3.482882124584443e-13,4.9983052621219704e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
33540.0,0.019948715013444255,4.450603504409994e-05,-3.4828674980913773e-13,3.4828674980908967e-13,-6.965734996182754e-11,6.965734996181793e-11,-3.4828674980913773e-13,3.4828674980908967e-13,4.9983052621219746e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
33570.0,0.019948673219209793,4.454782927855984e-05,-3.482852871659229e-13,3.4828528716587727e-13,-6.965705743318458e-11,6.965705743317546e-11,-3.482852871659229e-13,3.4828528716587727e-13,4.998305262121966e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33600.0,0.01994863142515085,4.45896233375033e-05,-3.4828382452885116e-13,3.4828382452880714e-13,-6.965676490577023e-11,6.965676490576143e-11,-3.4828382452885116e-13,3.4828382452880714e-13,4.998305262121966e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33630.0,0.01994858963126742,4.463141722093105e-05,-3.482823618979271e-13,3.4828236189787977e-13,-6.965647237958542e-11,6.965647237957596e-11,-3.482823618979271e-13,3.4828236189787977e-13,4.998305262121969e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33660.0,0.01994854783755951,4.467321092884382e-05,-3.482808992731419e-13,3.4828089927309476e-13,-6.965617985462838e-11,6.965617985461895e-11,-3.482808992731419e-13,3.4828089927309476e-13,4.99830526212197e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
33690.0,0.01994850604402711,4.471500446124235e-05,-3.482794366544985e-13,3.48279436654452e-13,-6.96558873308997e-11,6.96558873308904e-11,-3.482794366544985e-13,3.48279436654452e-13,4.998305262121962e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33720.0,0.019948464250670223,4.475679781812739e-05,-3.4827797404199666e-13,3.4827797404195143e-13,-6.965559480839933e-11,6.965559480839029e-11,-3.4827797404199666e-13,3.4827797404195143e-13,4.998305262121973e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33750.0,0.01994842245748885,4.4798590999499665e-05,-3.482765114356375e-13,3.482765114355932e-13,-6.96553022871275e-11,6.965530228711864e-11,-3.482765114356375e-13,3.482765114355932e-13,4.998305262121967e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33780.0,0.019948380664482988,4.4840384005359904e-05,-3.4827504883542055e-13,3.4827504883537733e-13,-6.965500976708411e-11,6.965500976707546e-11,-3.4827504883542055e-13,3.4827504883537733e-13,4.998305262121973e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33810.0,0.019948338871652642,4.488217683570886e-05,-3.4827358624134816e-13,3.4827358624130363e-13,-6.965471724826963e-11,6.965471724826072e-11,-3.4827358624134816e-13,3.4827358624130363e-13,4.998305262121961e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33840.0,0.019948297078997805,4.492396949054726e-05,-3.482721236534152e-13,3.4827212365337203e-13,-6.965442473068304e-11,6.96544247306744e-11,-3.482721236534152e-13,3.4827212365337203e-13,4.99830526212197e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33870.0,0.019948255286518474,4.4965761969875854e-05,-3.482706610716259e-13,3.4827066107158284e-13,-6.965413221432518e-11,6.965413221431657e-11,-3.482706610716259e-13,3.4827066107158284e-13,4.998305262121985e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33900.0,0.019948213494214655,4.5007554273695366e-05,-3.4826919849597797e-13,3.482691984959357e-13,-6.96538396991956e-11,6.965383969918714e-11,-3.4826919849597797e-13,3.482691984959357e-13,4.998305262121979e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33930.0,0.01994817170208634,4.5049346402006534e-05,-3.48267735926473e-13,3.482677359264309e-13,-6.96535471852946e-11,6.965354718528618e-11,-3.48267735926473e-13,3.482677359264309e-13,4.998305262121973e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
33960.0,0.01994812991013354,4.509113835481011e-05,-3.482662733631093e-13,3.4826627336306794e-13,-6.965325467262185e-11,6.965325467261358e-11,-3.482662733631093e-13,3.4826627336306794e-13,4.998305262121985e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
33990.0,0.019948088118356244,4.513293013210681e-05,-3.4826481080589036e-13,3.482648108058472e-13,-6.965296216117807e-11,6.965296216116944e-11,-3.4826481080589036e-13,3.482648108058472e-13,4.9983052621219845e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
34020.0,0.01994804632675445,4.5174721733897376e-05,-3.482633482548122e-13,3.482633482547684e-13,-6.965266965096245e-11,6.965266965095368e-11,-3.482633482548122e-13,3.482633482547684e-13,4.998305262121981e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
34050.0,0.019948004535328166,4.5216513160182555e-05,-3.4826188570987417e-13,3.4826188570983176e-13,-6.965237714197483e-11,6.965237714196635e-11,-3.4826188570987417e-13,3.4826188570983176e-13,4.99830526212198e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
34080.0,0.019947962744077383,4.525830441096308e-05,-3.4826042317108046e-13,3.4826042317103724e-13,-6.965208463421609e-11,6.965208463420744e-11,-3.4826042317108046e-13,3.4826042317103724e-13,4.998305262121985e-09,5.003303567384208e-06,5e-06,3.3035673842077444e-09,0.0006607134768415488
34110.0,0.01994792095300211,4.530009548623969e-05,-3.4825896063842653e-13,3.482589606383845e-13,-6.96517921276853e-11,6.96517921276769e-11,-3.4825896063842653e-13,3.482589606383845e-13,4.998305262121973e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
34140.0,0.019947879162102333,4.534188638601312e-05,-3.482574981119158e-13,3.482574981118739e-13,-6.965149962238316e-11,6.965149962237478e-11,-3.482574981119158e-13,3.482574981118739e-13,4.998305262121979e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
34170.0,0.019947837371378063,4.5383677110284104e-05,-3.482560355915456e-13,3.4825603559150506e-13,-6.965120711830911e-11,6.965120711830101e-11,-3.482560355915456e-13,3.4825603559150506e-13,4.9983052621219746e-09,5.003303567384208e-06,5e-06,3.3035673842077444e-09,0.0006607134768415488
34200.0,0.019947795580829295,4.542546765905338e-05,-3.4825457307732067e-13,3.4825457307727816e-13,-6.965091461546413e-11,6.965091461545563e-11,-3.4825457307732067e-13,3.4825457307727816e-13,4.998305262121982e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
34230.0,0.019947753790456026,4.546725803232169e-05,-3.482531105692356e-13,3.4825311056919317e-13,-6.965062211384711e-11,6.965062211383864e-11,-3.482531105692356e-13,3.4825311056919317e-13,4.998305262121979e-09,5.003303567384209e-06,5e-06,3.3035673842085915e-09,0.0006607134768417183
34260.0,0.01994771200025826,4.5509048230089757e-05,-3.4825164806729043e-13,3.4825164806725004e-13,-6.965032961345808e-11,6.965032961345e-11,-3.4825164806729043e-13,3.4825164806725004e-13,4.998305262121978e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
34290.0,0.019947670210235992,4.555083825235834e-05,-3.4825018557148986e-13,3.482501855714486e-13,-6.965003711429797e-11,6.965003711428972e-11,-3.4825018557148986e-13,3.482501855714486e-13,4.998305262121984e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
34320.0,0.019947628420389225,4.559262809912815e-05,-3.482487230818312e-13,3.482487230817891e-13,-6.964974461636623e-11,6.964974461635782e-11,-3.482487230818312e-13,3.482487230817891e-13,4.998305262121982e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
34350.0,0.019947586630717953,4.5634417770399936e-05,-3.482472605983118e-13,3.482472605982713e-13,-6.964945211966236e-11,6.964945211965427e-11,-3.482472605983118e-13,3.482472605982713e-13,4.9983052621219845e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
34380.0,0.019947544841222183,4.5676207266174446e-05,-3.482457981209364e-13,3.4824579812089546e-13,-6.964915962418728e-11,6.964915962417909e-11,-3.482457981209364e-13,3.4824579812089546e-13,4.998305262121981e-09,5.0033035673842115e-06,5e-06,3.3035673842111326e-09,0.0006607134768422265
34410.0,0.019947503051901905,4.57179965864524e-05,-3.4824433564970377e-13,3.482443356496612e-13,-6.964886712994075e-11,6.964886712993224e-11,-3.4824433564970377e-13,3.482443356496612e-13,4.998305262121981e-09,5.0033035673842115e-06,5e-06,3.3035673842111326e-09,0.0006607134768422265
34440.0,0.019947461262757118,4.5759785731234545e-05,-3.482428731846092e-13,3.4824287318456856e-13,-6.964857463692184e-11,6.964857463691371e-11,-3.482428731846092e-13,3.4824287318456856e-13,4.998305262121977e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
34470.0,0.019947419473787833,4.5801574700521625e-05,-3.4824141072565825e-13,3.4824141072561786e-13,-6.964828214513165e-11,6.964828214512357e-11,-3.4824141072565825e-13,3.4824141072561786e-13,4.998305262121984e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
34500.0,0.019947377684994043,4.584336349431437e-05,-3.4823994827285027e-13,3.482399482728086e-13,-6.964798965457005e-11,6.964798965456173e-11,-3.4823994827285027e-13,3.482399482728086e-13,4.99830526212198e-09,5.0033035673842115e-06,5e-06,3.3035673842111326e-09,0.0006607134768422265
34530.0,0.019947335896375745,4.5885152112613506e-05,-3.48238485826183e-13,3.48238485826141e-13,-6.96476971652366e-11,6.96476971652282e-11,-3.48238485826183e-13,3.48238485826141e-13,4.9983052621219845e-09,5.0033035673842115e-06,5e-06,3.3035673842111326e-09,0.0006607134768422265
34560.0,0.019947294107932938,4.5926940555419776e-05,-3.482370233856559e-13,3.4823702338561485e-13,-6.964740467713117e-11,6.964740467712297e-11,-3.482370233856559e-13,3.4823702338561485e-13,4.998305262121982e-09,5.0033035673842115e-06,5e-06,3.3035673842111326e-09,0.0006607134768422265
34590.0,0.019947252319665622,4.5968728822733926e-05,-3.482355609512711e-13,3.482355609512305e-13,-6.964711219025422e-11,6.96471121902461e-11,-3.482355609512711e-13,3.482355609512305e-13,4.998305262121982e-09,5.0033035673842115e-06,5e-06,3.3035673842111326e-09,0.0006607134768422265
34620.0,0.0199472105315738,4.601051691455668e-05,-3.482340985230282e-13,3.4823409852298765e-13,-6.964681970460563e-11,6.964681970459753e-11,-3.482340985230282e-13,3.4823409852298765e-13,4.998305262121986e-09,5.0033035673842115e-06,5e-06,3.3035673842111326e-09,0.0006607134768422265
34650.0,0.019947168743657463,4.605230483088879e-05,-3.4823263610092475e-13,3.4823263610088643e-13,-6.964652722018495e-11,6.964652722017729e-11,-3.4823263610092475e-13,3.4823263610088643e-13,4.99830526212198e-09,5.003303567384211e-06,5e-06,3.3035673842102855e-09,0.0006607134768420571
34680.0,0.01994712695591662,4.609409257173098e-05,-3.482311736849667e-13,3.4823117368492646e-13,-6.964623473699334e-11,6.964623473698529e-11,-3.482311736849667e-13,3.4823117368492646e-13,4.998305262121984e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
34710.0,0.019947085168351267,4.6135880137083994e-05,-3.482297112751468e-13,3.482297112751081e-13,-6.964594225502936e-11,6.964594225502161e-11,-3.482297112751468e-13,3.482297112751081e-13,4.998305262121991e-09,5.00330356738421e-06,5e-06,3.3035673842094385e-09,0.0006607134768418876
